id,Trial_Number,Fairness_score,PlayerProposedAmount,OpponentProposedAmount,TotalAmountAtStake,Gender,StimulusCentre,StakeImg,ReappraisalText,ReappraisalDirection,PunishingType,Stimuli_OnsetTime,Stimuli_RTTime,Stimuli_RT,Stimuli_RESP,AcceptOffer
211038,15,3,3,7,10,m,Darnell.jpg,pieFS3.bmp,Darnell just found $50 on the street,1,resources,377324,381081,3757,q,1
211038,16,1,5,5,10,f,Marny.jpg,pieFS1.bmp,Marny used her mother's social security number to open a credit card account.,1,reputation,393372,395922,2550,q,1
211038,17,5,1,9,10,m,Kevin.jpg,pieFS5.bmp,Kevin is homeless,2,na,408172,410302,2130,q,1
211038,18,4,3,12,15,m,Joe.jpg,pieFS4.bmp,Joe just bought an expensive sports car,1,resources,422556,424882,2326,q,1
211038,19,4,2,8,10,f,Deborah.jpg,pieFS4.bmp,Deborah is raising money to buy gifts for children in need.,2,na,437157,439742,2585,q,1
211038,20,5,2,18,20,m,George.jpg,pieFS5.bmp,George is saving for his son's operation,2,na,451990,454022,2032,q,1
211038,21,5,2,18,20,f,Emily.jpg,pieFS5.bmp,Emily illegally parks in the disabled parking spots when she can.,1,reputation,466291,471003,4712,p,0
211038,22,4,1,4,5,m,Michael.jpg,pieFS4.bmp,Michael is saving to pay his university fees,2,na,483272,485963,2691,q,1
211038,23,3,4,9,13,m,Mark.jpg,pieFS3.bmp,Mark lives in a luxury penthouse apartment,1,resources,498222,501423,3201,q,1
211038,24,3,2,4,6,f,Maria.jpg,pieFS3.bmp,Maria's car with her bag and credit cards was recently stolen.,2,na,513688,516123,2435,q,1
211038,25,2,8,12,20,f,Mary.jpg,pieFS2.bmp,Mary secretly gambles with her husband's savings.,1,reputation,528388,532383,3995,q,1
211038,26,5,1,9,10,f,Kelly.jpg,pieFS5.bmp,Kelly just found out that her husband has incurred a large credit card debt.,2,na,544670,549483,4813,q,1
211038,27,3,2,4,6,f,Monica.jpg,pieFS3.bmp,Monica is a highly paid actress,1,resources,561734,564203,2469,q,1
211038,28,5,1,9,10,f,Kay.jpg,pieFS5.bmp,Kay claims false expenses for her reportable work travel.,1,reputation,576434,578604,2170,p,0
211038,29,5,1,9,10,m,Justin.jpg,pieFS5.bmp,Justin bullies his employees to put in extra hours at work.,1,reputation,590835,592944,2109,p,0
211038,30,4,3,12,15,f,Jenny.jpg,pieFS4.bmp,Jenny has to take an unpaid leave of absence because her mother broke her hip.,2,na,605169,607824,2655,q,1
211038,31,4,2,8,10,f,Fiona.jpg,pieFS4.bmp,Fiona works as a cleaner in a hotel,2,na,620036,622184,2148,q,1
211038,32,3,5,11,16,f,Joanna.jpg,pieFS3.bmp,Joanna got a large cash bonus from her boss,1,resources,634403,636824,2421,q,1
211038,33,4,3,12,15,f,Miriam.jpg,pieFS4.bmp,Miriam's husband is a wealthy investment banker,1,resources,649037,654684,5647,p,0
211038,34,2,3,4,7,m,Daniel.jpg,pieFS2.bmp,Daniel just lost his job,2,na,666917,669085,2168,q,1
211038,35,4,2,8,10,m,Jack.jpg,pieFS4.bmp,Jack stole money from his mother's wallet.,1,reputation,681317,685565,4248,p,0
211038,36,2,7,10,17,f,Trish.jpg,pieFS2.bmp,Trish can't afford to pay her medical bills,2,na,697782,699425,1643,q,1
211038,37,3,6,14,20,m,Brad.jpg,pieFS3.bmp,Brad lost his life savings when his small business failed,2,na,711650,713385,1735,q,1
211038,38,5,1,9,10,f,Fay.jpg,pieFS5.bmp,Fay is going to be evicted because she is behind on her rent,2,na,725618,727325,1707,q,1
211038,39,1,9,9,18,m,Sam.jpg,pieFS1.bmp,Sam cheated on his taxes and is now under investigation for tax fraud.,1,reputation,739535,741885,2350,q,1
211038,40,2,3,4,7,f,Emma.jpg,pieFS2.bmp,Emma owns an international company,1,resources,754102,755866,1764,q,1
211038,41,3,5,11,16,m,Don.jpg,pieFS3.bmp,Don is a veteran having trouble finding employment.,2,na,768087,769926,1839,q,1
211038,42,4,1,4,5,m,Matt.jpg,pieFS4.bmp,Matt stole his elderly father's prescription medications.,1,reputation,782171,784946,2775,p,0
211038,43,3,3,7,10,f,Louise.jpg,pieFS3.bmp,Louise received a large inheritance from a distant relative,1,resources,797188,799226,2038,q,1
211038,44,3,2,4,6,f,Sharon.jpg,pieFS3.bmp,Sharon is a single mother,2,na,811455,813266,1811,q,1
211038,45,1,10,10,20,f,Jackie.jpg,pieFS1.bmp,Jackie was a victim of identity theft and is now thousands of dollars in debt.,2,na,825523,827286,1763,q,1
211038,46,4,4,16,20,m,Tony.jpg,pieFS4.bmp,Tony declared bankruptcy after he was laid off.,2,na,839507,841006,1499,q,1
211038,47,5,2,18,20,m,Ian.jpg,pieFS5.bmp,Ian takes valuables from his friends' homes when asked to house-sit.,1,reputation,853242,855047,1805,p,0
211038,48,3,4,9,13,m,Edward.jpg,pieFS3.bmp,Edward employs illegal immigrants and pays them less than minimum wage.,1,reputation,867276,870807,3531,q,1
211038,49,5,2,18,20,m,Saul.jpg,pieFS5.bmp,Saul was injured in a hit-and-run accident and cannot afford his medical bills.,2,na,883025,884867,1842,q,1
211038,50,5,1,9,10,f,Janet.jpg,pieFS5.bmp,Janet just won the lottery,1,resources,897093,898967,1874,q,1
211038,51,3,3,7,10,f,Arianna.jpg,pieFS3.bmp,Arianna cannot afford to send her son to college.,2,na,911194,913107,1913,q,1
211038,52,4,1,4,5,f,Cindy.jpg,pieFS4.bmp,Cindy works two waitressing jobs to pay her bills.,2,na,925328,927567,2239,q,1
211253,1,3,4,9,13,m,Edward.jpg,pieFS3.bmp,Edward just bought an expensive sports car,1,resources,25121,28992,3871,m,0
211253,2,4,1,4,5,f,Janet.jpg,pieFS4.bmp,Janet cannot afford to send her son to college.,2,na,41106,43003,1897,z,1
211253,3,4,4,16,20,m,Taymar.jpg,pieFS4.bmp,Taymar is saving for his son's operation,2,na,55102,57681,2579,z,1
211253,4,5,2,18,20,m,Kevin.jpg,pieFS5.bmp,Kevin lives in a luxury penthouse apartment,1,resources,69783,72525,2742,m,0
211253,5,4,2,8,10,m,Mark.jpg,pieFS4.bmp,Mark stole money from his mother's wallet.,1,reputation,84614,86682,2068,m,0
211253,6,1,10,10,20,f,Jean.jpg,pieFS1.bmp,Jean is raising money to buy gifts for children in need.,2,na,98794,100882,2088,z,1
211253,7,4,3,12,15,m,Don.jpg,pieFS4.bmp,Don lost his life savings when his small business failed,2,na,112973,116387,3414,m,0
211253,8,5,1,9,10,f,Cindy.jpg,pieFS5.bmp,Cindy illegally parks in the disabled parking spots when she can.,1,reputation,128473,131278,2805,m,0
211253,9,3,2,4,6,f,Maria.jpg,pieFS3.bmp,Maria's car with her bag and credit cards was recently stolen.,2,na,143371,145138,1767,z,1
211253,10,5,1,9,10,m,Brad.jpg,pieFS5.bmp,Brad cheated on his taxes and is now under investigation for tax fraud.,1,reputation,157233,158761,1528,m,0
211253,11,2,7,10,17,f,Jenny.jpg,pieFS2.bmp,Jenny just found out that her husband has incurred a large credit card debt.,2,na,170877,174921,4044,m,0
211253,12,1,5,5,10,f,Kelly.jpg,pieFS1.bmp,Kelly is a highly paid actress,1,resources,187013,188687,1674,z,1
211253,13,3,2,4,6,f,Jackie.jpg,pieFS3.bmp,Jackie has to take an unpaid leave of absence because her mother broke her hip.,2,na,200774,204298,3524,z,1
211253,14,2,3,4,7,m,Jack.jpg,pieFS2.bmp,Jack is a veteran having trouble finding employment.,2,na,216392,218392,2000,z,1
211253,15,4,1,4,5,m,Jared.jpg,pieFS4.bmp,Jared bullies his employees to put in extra hours at work.,1,reputation,230487,231971,1484,m,0
211253,16,3,4,9,13,m,Michael.jpg,pieFS3.bmp,Michael stole his elderly father's prescription medications.,1,reputation,244065,246018,1953,m,0
211253,17,5,1,9,10,m,Darnell.jpg,pieFS5.bmp,Darnell declared bankruptcy after he was laid off.,2,na,258127,260347,2220,z,1
211253,18,5,2,18,20,f,Fay.jpg,pieFS5.bmp,Fay regularly fires employees to avoid promoting them.,1,reputation,272440,273411,971,m,0
211253,19,3,5,11,16,f,Sammy.jpg,pieFS3.bmp,Sammy got a large cash bonus from her boss,1,resources,285499,289182,3683,z,1
211253,20,4,3,12,15,f,Arianna.jpg,pieFS4.bmp,Arianna secretly gambles with her husband's savings.,1,reputation,301300,302318,1018,m,0
211253,21,3,4,9,13,m,Peter.jpg,pieFS3.bmp,Peter takes valuables from his friends' homes when asked to house-sit.,1,reputation,314409,315569,1160,m,0
211253,22,5,2,18,20,m,Ricky.jpg,pieFS5.bmp,Ricky just lost his job,2,na,327652,328960,1308,z,1
211253,23,3,5,11,16,m,Ben.jpg,pieFS3.bmp,Ben was injured in a hit-and-run accident and cannot afford his medical bills.,2,na,341046,342392,1346,z,1
211253,24,3,3,7,10,f,Marny.jpg,pieFS3.bmp,Marny was a victim of identity theft and is now thousands of dollars in debt.,2,na,354489,355602,1113,z,1
211253,25,5,1,9,10,f,Deborah.jpg,pieFS5.bmp,Deborah works two waitressing jobs to pay her bills.,2,na,367699,369462,1763,z,1
211253,26,2,8,12,20,f,Trish.jpg,pieFS2.bmp,Trish claims false expenses for her reportable work travel.,1,reputation,381560,382682,1122,m,0
211253,27,4,4,16,20,f,Emily.jpg,pieFS4.bmp,Emily just received a huge cash settlement,1,resources,394770,396636,1866,z,1
211253,28,3,6,14,20,m,Sam.jpg,pieFS3.bmp,Sam was mugged and had his wallet stolen.,2,na,408732,409871,1139,z,1
211253,29,3,2,4,6,f,Louise.jpg,pieFS3.bmp,Louise works as a cleaner in a hotel,2,na,421958,423246,1288,z,1
211253,30,5,1,9,10,f,Emma.jpg,pieFS5.bmp,Emma's husband is a wealthy investment banker,1,resources,435335,438091,2756,z,1
211253,31,4,2,8,10,f,Eileen.jpg,pieFS4.bmp,Eileen takes discarded food from grocery stores to feed her children.,2,na,450183,451967,1784,z,1
211253,32,4,2,8,10,m,Tony.jpg,pieFS4.bmp,Tony often goes through and steals the neighbors' mail.,1,reputation,464061,465875,1814,m,0
211253,33,3,2,4,6,f,Joanna.jpg,pieFS3.bmp,Joanna steals her coworkers' tips to buy alcohol.,1,reputation,477956,479484,1528,m,0
211253,34,5,1,9,10,f,Fiona.jpg,pieFS5.bmp,Fiona can't afford to pay her medical bills,2,na,491584,494594,3010,z,1
211253,35,4,3,12,15,f,Beth.jpg,pieFS4.bmp,Beth is going to be evicted because she is behind on her rent,2,na,506683,509563,2880,z,1
211253,36,4,2,8,10,f,Lauren.jpg,pieFS4.bmp,Lauren just lost her small business after a franchise moved in next door.,2,na,521648,523248,1600,z,1
211253,37,1,8,8,16,m,Ian.jpg,pieFS1.bmp,Ian has been unable to find a job for over a year.,2,na,535342,537659,2317,z,1
211253,38,5,1,9,10,m,Matt.jpg,pieFS5.bmp,Matt lost his house in a fire,2,na,549739,556488,6749,z,1
211253,39,2,6,9,15,m,George.jpg,pieFS2.bmp,George employs illegal immigrants and pays them less than minimum wage.,1,reputation,568584,569801,1217,m,0
211253,40,3,6,14,20,m,Daniel.jpg,pieFS3.bmp,Daniel could not afford his mortgage and his home was foreclosed.,2,na,581893,583846,1953,m,0
211253,41,4,3,12,15,m,Joe.jpg,pieFS4.bmp,Joe is hiding his taxable income in Switzerland.,1,reputation,595939,597959,2020,m,0
211253,42,4,4,16,20,f,Miriam.jpg,pieFS4.bmp,Miriam owns an international company,1,resources,610051,613131,3080,m,0
211253,43,3,3,7,10,f,Sharon.jpg,pieFS3.bmp,Sharon received a large inheritance from a distant relative,1,resources,625201,626554,1353,z,1
211253,44,3,3,7,10,m,Saul.jpg,pieFS3.bmp,Saul just found $50 on the street,1,resources,638627,641463,2836,z,1
211253,45,5,1,9,10,f,Mary.jpg,pieFS5.bmp,Mary is a single mother,2,na,653542,656509,2967,z,1
211253,46,1,9,9,18,m,Paul.jpg,pieFS1.bmp,Paul underreports his company's earnings and pockets the profits.,1,reputation,668608,670556,1948,m,0
211253,47,5,1,9,10,f,Monica.jpg,pieFS5.bmp,Monica used her mother's social security number to open a credit card account.,1,reputation,682654,684072,1418,m,0
211253,48,4,1,4,5,m,Stuart.jpg,pieFS4.bmp,Stuart is homeless,2,na,696147,697526,1379,z,1
211253,49,5,2,18,20,m,Justin.jpg,pieFS5.bmp,Justin is a well paid lawyer,1,resources,709624,713355,3731,m,0
211253,50,2,6,9,15,m,Nick.jpg,pieFS2.bmp,Nick is saving to pay his university fees,2,na,725442,727200,1758,z,1
211253,51,2,3,4,7,f,Kay.jpg,pieFS2.bmp,Kay just won the lottery,1,resources,739270,740347,1077,m,0
211253,52,5,2,18,20,m,Alan.jpg,pieFS5.bmp,Alan is a retiree,2,na,752446,757270,4824,z,1
211669,1,4,3,12,15,m,Justin.jpg,pieFS4.bmp,Justin is hiding his taxable income in Switzerland.,1,reputation,135616,137667,2051,q,1
211669,2,5,1,9,10,m,Jack.jpg,pieFS5.bmp,Jack lives in a luxury penthouse apartment,1,resources,149934,151427,1493,q,1
211669,3,3,3,7,10,m,Alan.jpg,pieFS3.bmp,Alan underreports his company's earnings and pockets the profits.,1,reputation,163685,165087,1402,q,1
211669,4,4,3,12,15,f,Sammy.jpg,pieFS4.bmp,Sammy takes discarded food from grocery stores to feed her children.,2,na,177320,178768,1448,q,1
211669,5,5,2,18,20,m,Ben.jpg,pieFS5.bmp,Ben stole money from his mother's wallet.,1,reputation,190988,192548,1560,q,1
211669,6,4,3,12,15,m,Matt.jpg,pieFS4.bmp,Matt lost his life savings when his small business failed,2,na,204772,205808,1036,q,1
211669,7,3,4,9,13,m,Mark.jpg,pieFS3.bmp,Mark cheated on his taxes and is now under investigation for tax fraud.,1,reputation,218041,219248,1207,q,1
211669,8,3,6,14,20,m,Michael.jpg,pieFS3.bmp,Michael is a veteran having trouble finding employment.,2,na,231476,232728,1252,q,1
211669,9,4,1,4,5,m,Paul.jpg,pieFS4.bmp,Paul is a well paid lawyer,1,resources,244961,246188,1227,q,1
211669,10,4,4,16,20,f,Monica.jpg,pieFS4.bmp,Monica steals her coworkers' tips to buy alcohol.,1,reputation,258429,259628,1199,q,1
211669,11,5,1,9,10,f,Fiona.jpg,pieFS5.bmp,Fiona owns an international company,1,resources,271864,273149,1285,q,1
211669,12,3,6,14,20,m,Ricky.jpg,pieFS3.bmp,Ricky is a retiree,2,na,285382,286569,1187,q,1
211669,13,2,7,10,17,f,Maria.jpg,pieFS2.bmp,Maria just lost her small business after a franchise moved in next door.,2,na,298817,299869,1052,q,1
211669,14,4,3,12,15,f,Fay.jpg,pieFS4.bmp,Fay received a large inheritance from a distant relative,1,resources,312102,313189,1087,q,1
211669,15,4,1,4,5,f,Trish.jpg,pieFS4.bmp,Trish is a single mother,2,na,325421,326449,1028,q,1
211669,16,1,5,5,10,f,Miriam.jpg,pieFS1.bmp,Miriam just won the lottery,1,resources,338689,340009,1320,q,1
211669,17,3,4,9,13,m,George.jpg,pieFS3.bmp,George just bought an expensive sports car,1,resources,352241,353510,1269,q,1
211669,18,2,6,9,15,m,Brad.jpg,pieFS2.bmp,Brad stole his elderly father's prescription medications.,1,reputation,365742,366809,1067,q,1
211669,19,5,1,9,10,f,Marny.jpg,pieFS5.bmp,Marny used her mother's social security number to open a credit card account.,1,reputation,379044,380290,1246,q,1
211669,20,4,2,8,10,f,Emma.jpg,pieFS4.bmp,Emma cannot afford to send her son to college.,2,na,392513,393870,1357,q,1
211669,21,3,5,11,16,f,Sharon.jpg,pieFS3.bmp,Sharon regularly fires employees to avoid promoting them.,1,reputation,406097,407150,1053,q,1
211669,22,5,1,9,10,f,Kelly.jpg,pieFS5.bmp,Kelly is raising money to buy gifts for children in need.,2,na,419382,420410,1028,q,1
211669,23,3,5,11,16,m,Peter.jpg,pieFS3.bmp,Peter declared bankruptcy after he was laid off.,2,na,432634,433771,1137,q,1
211669,24,5,1,9,10,f,Lauren.jpg,pieFS5.bmp,Lauren illegally parks in the disabled parking spots when she can.,1,reputation,446003,447250,1247,q,1
211669,25,5,2,18,20,m,Darnell.jpg,pieFS5.bmp,Darnell takes valuables from his friends' homes when asked to house-sit.,1,reputation,459471,460871,1400,q,1
211669,26,1,10,10,20,f,Cindy.jpg,pieFS1.bmp,Cindy's car with her bag and credit cards was recently stolen.,2,na,473106,474131,1025,q,1
211669,27,4,4,16,20,f,Mary.jpg,pieFS4.bmp,Mary secretly gambles with her husband's savings.,1,reputation,486358,487451,1093,q,1
211669,28,1,8,8,16,m,Saul.jpg,pieFS1.bmp,Saul was injured in a hit-and-run accident and cannot afford his medical bills.,2,na,499676,500651,975,q,1
211669,29,2,3,4,7,f,Louise.jpg,pieFS2.bmp,Louise claims false expenses for her reportable work travel.,1,reputation,512895,513931,1036,q,1
211669,30,3,3,7,10,f,Eileen.jpg,pieFS3.bmp,Eileen just found out that her husband has incurred a large credit card debt.,2,na,526163,527251,1088,q,1
211669,31,4,4,16,20,m,Ian.jpg,pieFS4.bmp,Ian was mugged and had his wallet stolen.,2,na,539482,540571,1089,q,1
211669,32,5,2,18,20,f,Emily.jpg,pieFS5.bmp,Emily is a highly paid actress,1,resources,552800,553892,1092,q,1
211669,33,3,2,4,6,f,Deborah.jpg,pieFS3.bmp,Deborah has to take an unpaid leave of absence because her mother broke her hip.,2,na,566118,567112,994,q,1
211669,34,5,2,18,20,m,Daniel.jpg,pieFS5.bmp,Daniel is saving for his son's operation,2,na,579337,580412,1075,q,1
211669,35,2,8,12,20,f,Joanna.jpg,pieFS2.bmp,Joanna got a large cash bonus from her boss,1,resources,592639,593612,973,q,1
211669,36,3,2,4,6,f,Jackie.jpg,pieFS3.bmp,Jackie was a victim of identity theft and is now thousands of dollars in debt.,2,na,605841,606872,1031,q,1
211669,37,4,2,8,10,m,Nick.jpg,pieFS4.bmp,Nick often goes through and steals the neighbors' mail.,1,reputation,619093,620092,999,q,1
211669,38,5,1,9,10,f,Beth.jpg,pieFS5.bmp,Beth works as a cleaner in a hotel,2,na,632311,633033,722,q,1
211669,39,3,4,9,13,m,Taymar.jpg,pieFS3.bmp,Taymar bullies his employees to put in extra hours at work.,1,reputation,645247,646373,1126,q,1
211669,40,2,6,9,15,m,Sam.jpg,pieFS2.bmp,Sam has been unable to find a job for over a year.,2,na,658598,659533,935,q,1
211669,41,5,2,18,20,m,Stuart.jpg,pieFS5.bmp,Stuart lost his house in a fire,2,na,671750,672713,963,q,1
211669,42,3,2,4,6,f,Arianna.jpg,pieFS3.bmp,Arianna's husband is a wealthy investment banker,1,resources,684936,685873,937,q,1
211669,43,5,1,9,10,m,Jared.jpg,pieFS5.bmp,Jared just lost his job,2,na,698104,698933,829,q,1
211669,44,4,2,8,10,m,Edward.jpg,pieFS4.bmp,Edward employs illegal immigrants and pays them less than minimum wage.,1,reputation,711156,712093,937,q,1
211669,45,4,2,8,10,f,Janet.jpg,pieFS4.bmp,Janet can't afford to pay her medical bills,2,na,724325,725314,989,q,1
211669,46,1,9,9,18,m,Kevin.jpg,pieFS1.bmp,Kevin just found $50 on the street,1,resources,737544,738674,1130,q,1
211669,47,5,1,9,10,f,Kay.jpg,pieFS5.bmp,Kay is going to be evicted because she is behind on her rent,2,na,750895,751634,739,q,1
211669,48,3,2,4,6,f,Jean.jpg,pieFS3.bmp,Jean works two waitressing jobs to pay her bills.,2,na,763881,764834,953,q,1
211669,49,2,3,4,7,m,Tony.jpg,pieFS2.bmp,Tony is homeless,2,na,777066,777995,929,q,1
211669,50,4,1,4,5,m,Don.jpg,pieFS4.bmp,Don is saving to pay his university fees,2,na,790218,791075,857,q,1
211669,51,3,3,7,10,f,Jenny.jpg,pieFS3.bmp,Jenny just received a huge cash settlement,1,resources,803303,804254,951,q,1
211669,52,5,1,9,10,m,Joe.jpg,pieFS5.bmp,Joe could not afford his mortgage and his home was foreclosed.,2,na,816489,817415,926,q,1
212019,1,5,1,9,10,m,Jared.jpg,pieFS5.bmp,Jared is hiding his taxable income in Switzerland.,1,reputation,36390,39100,2710,m,0
212019,2,3,6,14,20,m,Nick.jpg,pieFS3.bmp,Nick is homeless,2,na,51204,53104,1900,z,1
212019,3,4,1,4,5,m,Tony.jpg,pieFS4.bmp,Tony is saving to pay his university fees,2,na,65216,67035,1819,z,1
212019,4,4,2,8,10,f,Jean.jpg,pieFS4.bmp,Jean takes discarded food from grocery stores to feed her children.,2,na,79128,81200,2072,z,1
212019,5,4,2,8,10,m,Joe.jpg,pieFS4.bmp,Joe underreports his company's earnings and pockets the profits.,1,reputation,93291,95622,2331,m,0
212019,6,4,3,12,15,m,Stuart.jpg,pieFS4.bmp,Stuart lives in a luxury penthouse apartment,1,resources,107721,111377,3656,z,1
212019,7,3,3,7,10,f,Jenny.jpg,pieFS3.bmp,Jenny steals her coworkers' tips to buy alcohol.,1,reputation,123472,124652,1180,m,0
212019,8,3,2,4,6,f,Miriam.jpg,pieFS3.bmp,Miriam is a single mother,2,na,136748,138451,1703,z,1
212019,9,4,2,8,10,f,Eileen.jpg,pieFS4.bmp,Eileen just lost her small business after a franchise moved in next door.,2,na,150543,152607,2064,z,1
212019,10,5,2,18,20,f,Jackie.jpg,pieFS5.bmp,Jackie used her mother's social security number to open a credit card account.,1,reputation,164706,166650,1944,m,0
212019,11,5,2,18,20,m,Ben.jpg,pieFS5.bmp,Ben stole money from his mother's wallet.,1,reputation,178751,180843,2092,m,0
212019,12,2,3,4,7,f,Fiona.jpg,pieFS2.bmp,Fiona just won the lottery,1,resources,192947,194774,1827,z,1
212019,13,2,6,9,15,m,Justin.jpg,pieFS2.bmp,Justin is a well paid lawyer,1,resources,206842,208911,2069,z,1
212019,14,1,8,8,16,m,Saul.jpg,pieFS1.bmp,Saul lost his life savings when his small business failed,2,na,221022,223292,2270,z,1
212019,15,3,2,4,6,f,Louise.jpg,pieFS3.bmp,Louise cannot afford to send her son to college.,2,na,235385,236548,1163,z,1
212019,16,4,3,12,15,f,Maria.jpg,pieFS4.bmp,Maria is raising money to buy gifts for children in need.,2,na,248645,249879,1234,z,1
212019,17,4,1,4,5,m,Darnell.jpg,pieFS4.bmp,Darnell cheated on his taxes and is now under investigation for tax fraud.,1,reputation,261971,264184,2213,m,0
212019,18,4,3,12,15,m,Brad.jpg,pieFS4.bmp,Brad is a veteran having trouble finding employment.,2,na,276284,277496,1212,z,1
212019,19,3,4,9,13,m,Sam.jpg,pieFS3.bmp,Sam stole his elderly father's prescription medications.,1,reputation,289594,291146,1552,m,0
212019,20,3,5,11,16,m,Taymar.jpg,pieFS3.bmp,Taymar is a retiree,2,na,303238,304458,1220,z,1
212019,21,1,5,5,10,f,Kelly.jpg,pieFS1.bmp,Kelly illegally parks in the disabled parking spots when she can.,1,reputation,316548,318687,2139,z,1
212019,22,5,1,9,10,m,Kevin.jpg,pieFS5.bmp,Kevin declared bankruptcy after he was laid off.,2,na,330778,333688,2910,z,1
212019,23,3,2,4,6,f,Sammy.jpg,pieFS3.bmp,Sammy's car with her bag and credit cards was recently stolen.,2,na,345776,348069,2293,z,1
212019,24,5,2,18,20,m,Matt.jpg,pieFS5.bmp,Matt takes valuables from his friends' homes when asked to house-sit.,1,reputation,360156,361381,1225,m,0
212019,25,5,1,9,10,m,Jack.jpg,pieFS5.bmp,Jack was injured in a hit-and-run accident and cannot afford his medical bills.,2,na,373466,375481,2015,z,1
212019,26,3,4,9,13,m,Edward.jpg,pieFS3.bmp,Edward just bought an expensive sports car,1,resources,387579,389280,1701,z,1
212019,27,2,3,4,7,m,Ricky.jpg,pieFS2.bmp,Ricky is saving for his son's operation,2,na,401373,403398,2025,z,1
212019,28,5,1,9,10,f,Cindy.jpg,pieFS5.bmp,Cindy just found out that her husband has incurred a large credit card debt.,2,na,415486,418341,2855,z,1
212019,29,2,6,9,15,m,Ian.jpg,pieFS2.bmp,Ian was mugged and had his wallet stolen.,2,na,430418,432216,1798,z,1
212019,30,3,4,9,13,m,Don.jpg,pieFS3.bmp,Don often goes through and steals the neighbors' mail.,1,reputation,444313,446690,2377,m,0
212019,31,1,9,9,18,m,Paul.jpg,pieFS1.bmp,Paul bullies his employees to put in extra hours at work.,1,reputation,458776,460190,1414,m,0
212019,32,2,8,12,20,f,Fay.jpg,pieFS2.bmp,Fay regularly fires employees to avoid promoting them.,1,reputation,472287,473522,1235,m,0
212019,33,4,4,16,20,f,Emily.jpg,pieFS4.bmp,Emily is a highly paid actress,1,resources,485596,487158,1562,z,1
212019,34,5,1,9,10,f,Emma.jpg,pieFS5.bmp,Emma secretly gambles with her husband's savings.,1,reputation,499257,500520,1263,m,0
212019,35,3,6,14,20,m,Mark.jpg,pieFS3.bmp,Mark has been unable to find a job for over a year.,2,na,512617,514394,1777,z,1
212019,36,3,5,11,16,f,Beth.jpg,pieFS3.bmp,Beth claims false expenses for her reportable work travel.,1,reputation,526479,527162,683,m,0
212019,37,4,4,16,20,m,Peter.jpg,pieFS4.bmp,Peter lost his house in a fire,2,na,539237,540474,1237,z,1
212019,38,5,1,9,10,f,Sharon.jpg,pieFS5.bmp,Sharon works as a cleaner in a hotel,2,na,552564,553730,1166,z,1
212019,39,4,1,4,5,f,Deborah.jpg,pieFS4.bmp,Deborah has to take an unpaid leave of absence because her mother broke her hip.,2,na,565823,567005,1182,z,1
212019,40,5,1,9,10,f,Trish.jpg,pieFS5.bmp,Trish's husband is a wealthy investment banker,1,resources,579100,581123,2023,z,1
212019,41,5,2,18,20,m,George.jpg,pieFS5.bmp,George just lost his job,2,na,593195,595654,2459,z,1
212019,42,5,1,9,10,f,Mary.jpg,pieFS5.bmp,Mary can't afford to pay her medical bills,2,na,607743,609305,1562,z,1
212019,43,3,3,7,10,f,Kay.jpg,pieFS3.bmp,Kay is going to be evicted because she is behind on her rent,2,na,621404,623159,1755,z,1
212019,44,4,2,8,10,m,Daniel.jpg,pieFS4.bmp,Daniel employs illegal immigrants and pays them less than minimum wage.,1,reputation,635249,636940,1691,m,0
212019,45,3,2,4,6,f,Arianna.jpg,pieFS3.bmp,Arianna owns an international company,1,resources,649027,649839,812,z,1
212019,46,4,4,16,20,f,Janet.jpg,pieFS4.bmp,Janet received a large inheritance from a distant relative,1,resources,661935,663751,1816,z,1
212019,47,4,3,12,15,f,Lauren.jpg,pieFS4.bmp,Lauren got a large cash bonus from her boss,1,resources,675847,676793,946,z,1
212019,48,2,7,10,17,f,Monica.jpg,pieFS2.bmp,Monica was a victim of identity theft and is now thousands of dollars in debt.,2,na,688889,690881,1992,z,1
212019,49,5,2,18,20,m,Alan.jpg,pieFS5.bmp,Alan could not afford his mortgage and his home was foreclosed.,2,na,702968,704662,1694,z,1
212019,50,1,10,10,20,f,Joanna.jpg,pieFS1.bmp,Joanna works two waitressing jobs to pay her bills.,2,na,716763,718713,1950,z,1
212019,51,3,3,7,10,m,Michael.jpg,pieFS3.bmp,Michael just found $50 on the street,1,resources,730808,732464,1656,z,1
212019,52,5,1,9,10,f,Marny.jpg,pieFS5.bmp,Marny just received a huge cash settlement,1,resources,744536,746098,1562,z,1
212179,1,5,1,9,10,m,Sam.jpg,pieFS5.bmp,Sam is homeless,2,na,123240,128181,4941,p,0
212179,2,2,7,10,17,f,Joanna.jpg,pieFS2.bmp,Joanna's car with her bag and credit cards was recently stolen.,2,na,140388,142941,2553,q,1
212179,3,5,1,9,10,f,Jenny.jpg,pieFS5.bmp,Jenny just found out that her husband has incurred a large credit card debt.,2,na,155138,159261,4123,q,1
212179,4,1,5,5,10,f,Fiona.jpg,pieFS1.bmp,Fiona secretly gambles with her husband's savings.,1,reputation,171453,173781,2328,q,1
212179,5,5,1,9,10,f,Kay.jpg,pieFS5.bmp,Kay claims false expenses for her reportable work travel.,1,reputation,185970,191281,5311,p,0
212179,6,1,10,10,20,f,Arianna.jpg,pieFS1.bmp,Arianna works as a cleaner in a hotel,2,na,203483,205541,2058,q,1
