id,Trial_Number,Fairness_score,PlayerProposedAmount,OpponentProposedAmount,Gender,StimulusCentre,StakeImg,Stimuli_OnsetTime,Stimuli_RTTime,Stimuli_RT,Stimuli_RESP,AcceptOffer
217487,5,1,9,9,m,Chris.jpg,pieFS1.bmp,321702,323932,2230,q,1
217487,6,5,2,18,m,Michael.jpg,pieFS5.bmp,331574,333612,2038,p,0
217487,7,5,1,9,m,James.jpg,pieFS5.bmp,341247,343252,2005,p,0
217487,8,4,4,16,f,Becky.jpg,pieFS4.bmp,350887,353813,2926,p,0
217487,9,3,3,7,m,Richard.jpg,pieFS3.bmp,361458,364913,3455,q,1
217487,10,2,5,7,f,Mary.jpg,pieFS2.bmp,372563,375153,2590,q,1
217487,11,4,4,16,m,John.jpg,pieFS4.bmp,382785,384834,2049,p,0
217487,12,5,1,9,f,Jessica.jpg,pieFS5.bmp,392474,394394,1920,p,0
217487,13,2,5,7,m,Robert.jpg,pieFS2.bmp,402063,404054,1991,q,1
217487,14,2,3,4,m,Stephan.jpg,pieFS2.bmp,411736,413395,1659,q,1
217487,15,5,2,18,m,Eric.jpg,pieFS5.bmp,421076,422655,1579,p,0
217487,16,4,1,4,m,Tom.jpg,pieFS4.bmp,430332,433595,3263,q,1
217487,17,4,3,12,f,Susan.jpg,pieFS4.bmp,441270,442695,1425,p,0
217487,18,5,1,9,m,David.jpg,pieFS5.bmp,450377,452055,1678,p,0
217487,19,3,6,14,m,Kevin.jpg,pieFS3.bmp,459717,463356,3639,p,0
217487,20,4,2,8,f,Silvia.jpg,pieFS4.bmp,471037,474576,3539,q,1
217487,21,3,5,11,f,Christina.jpg,pieFS3.bmp,482225,484376,2151,q,1
217487,22,3,4,9,f,Jane.jpg,pieFS3.bmp,492014,495237,3223,p,0
217487,23,3,5,11,m,Paul.jpg,pieFS3.bmp,502869,508957,6088,p,0
217487,24,5,2,18,f,Sandra.jpg,pieFS5.bmp,516604,518937,2333,p,0
217487,25,3,2,4,f,Laura.jpg,pieFS3.bmp,526576,528577,2001,q,1
217487,26,4,1,4,f,Anita.jpg,pieFS4.bmp,536199,538498,2299,p,0
217514,1,3,4,9,f,Jessica.jpg,pieFS3.bmp,160340,163166,2826,q,1
217514,2,5,2,18,f,Susan.jpg,pieFS5.bmp,170795,175986,5191,p,0
217514,3,3,3,7,m,Richard.jpg,pieFS3.bmp,183615,186187,2572,q,1
217514,4,5,2,18,m,Robert.jpg,pieFS5.bmp,193820,198467,4647,p,0
217514,5,2,3,4,m,John.jpg,pieFS2.bmp,206123,208987,2864,q,1
217514,6,2,5,7,f,Michelle.jpg,pieFS2.bmp,216612,218887,2275,q,1
217514,7,3,2,4,f,Anita.jpg,pieFS3.bmp,226534,228608,2074,q,1
217514,8,4,1,4,m,Michael.jpg,pieFS4.bmp,236257,238448,2191,q,1
217514,9,1,8,8,f,Anna.jpg,pieFS1.bmp,246079,247868,1789,q,1
217514,10,5,1,9,f,Laura.jpg,pieFS5.bmp,255519,259508,3989,q,1
217514,11,4,2,8,f,Sandra.jpg,pieFS4.bmp,267139,269349,2210,q,1
217514,12,4,1,4,f,Mary.jpg,pieFS4.bmp,276995,279949,2954,p,0
217514,13,4,3,12,f,Jane.jpg,pieFS4.bmp,287583,289069,1486,q,1
217514,14,3,6,14,m,Kevin.jpg,pieFS3.bmp,296723,298909,2186,q,1
217514,15,5,1,9,m,Paul.jpg,pieFS5.bmp,306546,308910,2364,q,1
217514,16,3,5,11,m,James.jpg,pieFS3.bmp,316535,318770,2235,q,1
217514,17,4,3,12,m,Tom.jpg,pieFS4.bmp,326407,327990,1583,q,1
217514,18,5,2,18,m,Frank.jpg,pieFS5.bmp,335630,339811,4181,p,0
217514,19,5,2,18,f,Silvia.jpg,pieFS5.bmp,347451,349431,1980,q,1
217514,20,4,4,16,m,Eric.jpg,pieFS4.bmp,357074,359131,2057,q,1
217514,21,1,9,9,m,David.jpg,pieFS1.bmp,366763,368231,1468,q,1
217514,22,5,1,9,m,Chris.jpg,pieFS5.bmp,375870,378892,3022,p,0
217514,23,4,4,16,f,Liz.jpg,pieFS4.bmp,386524,387972,1448,q,1
217514,24,3,5,11,f,Christina.jpg,pieFS3.bmp,395598,397012,1414,q,1
217514,25,2,5,7,m,Stephan.jpg,pieFS2.bmp,404654,406052,1398,q,1
217514,26,3,1,2,f,Becky.jpg,pieFS3.bmp,413678,416413,2735,q,1
217630,1,1,8,8,f,Christina.jpg,pieFS1.bmp,952730,959916,7186,q,1
217630,2,5,1,9,m,Frank.jpg,pieFS5.bmp,967563,970836,3273,p,0
217630,3,2,5,7,f,Jane.jpg,pieFS2.bmp,978484,981116,2632,q,1
217630,4,5,2,18,f,Liz.jpg,pieFS5.bmp,988756,991156,2400,p,0
217630,5,4,1,4,f,Laura.jpg,pieFS4.bmp,998795,1003076,4281,q,1
217630,6,4,3,12,f,Michelle.jpg,pieFS4.bmp,1010715,1013296,2581,q,1
217630,7,1,9,9,m,Chris.jpg,pieFS1.bmp,1020936,1022916,1980,q,1
217630,8,3,3,7,m,Robert.jpg,pieFS3.bmp,1030559,1032636,2077,q,1
217630,9,4,1,4,m,Richard.jpg,pieFS4.bmp,1040298,1042216,1918,q,1
217630,10,2,5,7,m,Stephan.jpg,pieFS2.bmp,1049871,1052556,2685,q,1
217630,11,5,2,18,f,Anita.jpg,pieFS5.bmp,1060209,1063396,3187,p,0
217630,12,5,2,18,m,David.jpg,pieFS5.bmp,1071047,1073916,2869,p,0
217630,13,5,2,18,m,Tom.jpg,pieFS5.bmp,1081568,1084616,3048,p,0
217630,14,3,2,4,f,Susan.jpg,pieFS3.bmp,1092256,1094616,2360,q,1
217630,15,5,1,9,m,James.jpg,pieFS5.bmp,1102262,1107136,4874,q,1
217630,16,4,3,12,m,John.jpg,pieFS4.bmp,1114781,1116856,2075,q,1
217630,17,4,4,16,f,Sandra.jpg,pieFS4.bmp,1124503,1126296,1793,q,1
217630,18,3,5,11,f,Mary.jpg,pieFS3.bmp,1133943,1135716,1773,q,1
217630,19,3,1,2,f,Anna.jpg,pieFS3.bmp,1143366,1145436,2070,q,1
217630,20,3,5,11,m,Eric.jpg,pieFS3.bmp,1153088,1154896,1808,q,1
217630,21,3,4,9,f,Becky.jpg,pieFS3.bmp,1162544,1164316,1772,q,1
217630,22,4,2,8,f,Jessica.jpg,pieFS4.bmp,1171967,1174216,2249,q,1
217630,23,5,1,9,f,Silvia.jpg,pieFS5.bmp,1181856,1184296,2440,p,0
217630,24,4,4,16,m,Paul.jpg,pieFS4.bmp,1191944,1193557,1613,q,1
217630,25,3,6,14,m,Michael.jpg,pieFS3.bmp,1201200,1202957,1757,q,1
217630,26,2,3,4,m,Kevin.jpg,pieFS2.bmp,1210607,1212397,1790,q,1
217719,1,3,4,9,f,Sandra.jpg,pieFS3.bmp,1078293,1083620,5327,q,1
217719,2,4,1,4,m,Chris.jpg,pieFS4.bmp,1091268,1098000,6732,p,0
217719,3,2,5,7,f,Jane.jpg,pieFS2.bmp,1105648,1111293,5645,q,1
217719,4,5,1,9,m,David.jpg,pieFS5.bmp,1118941,1122356,3415,p,0
217719,5,5,2,18,f,Silvia.jpg,pieFS5.bmp,1130011,1132949,2938,p,0
217719,6,4,3,12,f,Mary.jpg,pieFS4.bmp,1140578,1143636,3058,p,0
217719,7,3,5,11,m,Eric.jpg,pieFS3.bmp,1151263,1154341,3078,q,1
217719,8,1,8,8,f,Michelle.jpg,pieFS1.bmp,1161981,1165605,3624,q,1
217719,9,4,3,12,m,John.jpg,pieFS4.bmp,1173251,1176822,3571,q,1
217719,10,3,5,11,f,Liz.jpg,pieFS3.bmp,1184470,1187415,2945,q,1
217719,11,2,3,4,m,Paul.jpg,pieFS2.bmp,1195072,1199265,4193,q,1
217719,12,5,2,18,f,Anita.jpg,pieFS5.bmp,1206910,1210140,3230,p,0
217719,13,5,2,18,m,James.jpg,pieFS5.bmp,1217795,1220466,2671,p,0
217719,14,3,3,7,m,Michael.jpg,pieFS3.bmp,1228112,1231046,2934,q,1
217719,15,4,2,8,f,Jessica.jpg,pieFS4.bmp,1238696,1241169,2473,q,1
217719,16,2,5,7,m,Stephan.jpg,pieFS2.bmp,1248796,1251331,2535,q,1
217719,17,3,2,4,f,Susan.jpg,pieFS3.bmp,1258962,1261569,2607,q,1
217719,18,4,1,4,f,Becky.jpg,pieFS4.bmp,1269178,1273288,4110,p,0
217719,19,5,2,18,m,Richard.jpg,pieFS5.bmp,1280933,1284307,3374,p,0
217719,20,4,4,16,m,Robert.jpg,pieFS4.bmp,1291952,1294887,2935,p,0
217719,21,5,1,9,m,Tom.jpg,pieFS5.bmp,1302537,1305086,2549,p,0
217719,22,3,6,14,m,Frank.jpg,pieFS3.bmp,1312736,1315773,3037,q,1
217719,23,5,1,9,f,Christina.jpg,pieFS5.bmp,1323421,1326480,3059,p,0
217719,24,1,9,9,m,Kevin.jpg,pieFS1.bmp,1334122,1339224,5102,q,1
217719,25,4,4,16,f,Laura.jpg,pieFS4.bmp,1346864,1349367,2503,p,0
217719,26,3,1,2,f,Anna.jpg,pieFS3.bmp,1357013,1359609,2596,q,1
217909,1,5,2,18,m,Paul.jpg,pieFS5.bmp,346348,361282,14934,p,0
217909,2,3,5,11,m,Chris.jpg,pieFS3.bmp,368956,372443,3487,q,1
217909,3,3,1,2,f,Anna.jpg,pieFS3.bmp,380110,386343,6233,q,1
217909,4,2,5,7,m,David.jpg,pieFS2.bmp,394028,398163,4135,q,1
217909,5,4,4,16,f,Jessica.jpg,pieFS4.bmp,405848,408363,2515,q,1
217909,6,2,3,4,m,Tom.jpg,pieFS2.bmp,416036,419763,3727,q,1
217909,7,5,2,18,f,Michelle.jpg,pieFS5.bmp,427424,429083,1659,q,1
217909,8,2,5,7,f,Liz.jpg,pieFS2.bmp,436713,438724,2011,q,1
217909,9,4,2,8,f,Sandra.jpg,pieFS4.bmp,446352,447943,1591,q,1
217909,10,4,1,4,f,Christina.jpg,pieFS4.bmp,455575,457364,1789,q,1
217909,11,3,5,11,f,Susan.jpg,pieFS3.bmp,464998,466404,1406,q,1
217909,12,4,4,16,m,Eric.jpg,pieFS4.bmp,474038,476824,2786,q,1
217909,13,5,2,18,m,Michael.jpg,pieFS5.bmp,484443,485924,1481,p,0
217909,14,3,4,9,f,Jane.jpg,pieFS3.bmp,493550,494784,1234,q,1
217909,15,4,1,4,m,John.jpg,pieFS4.bmp,502406,503664,1258,q,1
217909,16,3,3,7,m,Frank.jpg,pieFS3.bmp,511297,512504,1207,q,1
217909,17,5,1,9,m,James.jpg,pieFS5.bmp,520137,522344,2207,q,1
217909,18,5,1,9,m,Robert.jpg,pieFS5.bmp,529976,531524,1548,q,1
217909,19,4,3,12,m,Stephan.jpg,pieFS4.bmp,539149,540224,1075,q,1
217909,20,4,3,12,f,Anita.jpg,pieFS4.bmp,547856,549325,1469,q,1
217909,21,1,8,8,f,Laura.jpg,pieFS1.bmp,556946,560325,3379,p,0
217909,22,3,2,4,f,Silvia.jpg,pieFS3.bmp,567950,569285,1335,q,1
217909,23,5,2,18,f,Mary.jpg,pieFS5.bmp,576907,578665,1758,q,1
217909,24,1,9,9,m,Richard.jpg,pieFS1.bmp,586296,588865,2569,q,1
217909,25,5,1,9,f,Becky.jpg,pieFS5.bmp,596501,597665,1164,q,1
217909,26,3,6,14,m,Kevin.jpg,pieFS3.bmp,605292,606625,1333,q,1
217988,1,4,4,16,f,Jessica.jpg,pieFS4.bmp,317312,320958,3646,q,1
217988,2,3,5,11,f,Anna.jpg,pieFS3.bmp,328583,330757,2174,q,1
217988,3,3,2,4,f,Sandra.jpg,pieFS3.bmp,338389,340178,1789,q,1
217988,4,5,1,9,f,Liz.jpg,pieFS5.bmp,347828,349958,2130,q,1
217988,5,4,4,16,m,Eric.jpg,pieFS4.bmp,357584,359898,2314,q,1
217988,6,3,6,14,m,Robert.jpg,pieFS3.bmp,367523,368878,1355,q,1
217988,7,4,3,12,f,Laura.jpg,pieFS4.bmp,376512,378138,1626,q,1
217988,8,4,2,8,f,Susan.jpg,pieFS4.bmp,385769,386938,1169,q,1
217988,9,3,1,2,f,Becky.jpg,pieFS3.bmp,394575,395858,1283,q,1
217988,10,5,2,18,f,Anita.jpg,pieFS5.bmp,403515,404718,1203,q,1
217988,11,3,3,7,m,Michael.jpg,pieFS3.bmp,412389,413918,1529,q,1
217988,12,4,1,4,m,David.jpg,pieFS4.bmp,421595,422638,1043,q,1
217988,13,2,5,7,f,Jane.jpg,pieFS2.bmp,430319,431658,1339,q,1
217988,14,2,3,4,m,Chris.jpg,pieFS2.bmp,439342,440578,1236,q,1
217988,15,5,2,18,m,Frank.jpg,pieFS5.bmp,448248,449358,1110,q,1
217988,16,1,9,9,m,Tom.jpg,pieFS1.bmp,457039,458038,999,q,1
217988,17,2,5,7,m,James.jpg,pieFS2.bmp,465712,466798,1086,q,1
217988,18,5,1,9,m,John.jpg,pieFS5.bmp,474452,475558,1106,q,1
217988,19,5,2,18,f,Mary.jpg,pieFS5.bmp,483193,484718,1525,q,1
217988,20,5,1,9,m,Kevin.jpg,pieFS5.bmp,492349,493298,949,q,1
217988,21,4,3,12,m,Paul.jpg,pieFS4.bmp,500939,501878,939,q,1
217988,22,3,4,9,f,Christina.jpg,pieFS3.bmp,509513,510698,1185,q,1
217988,23,3,5,11,m,Richard.jpg,pieFS3.bmp,518336,519658,1322,q,1
217988,24,4,1,4,f,Silvia.jpg,pieFS4.bmp,527276,528779,1503,q,1
217988,25,1,8,8,f,Michelle.jpg,pieFS1.bmp,536399,537798,1399,q,1
217988,26,5,2,18,m,Stephan.jpg,pieFS5.bmp,545423,546658,1235,q,1
218207,1,3,4,9,f,Susan.jpg,pieFS3.bmp,168091,174114,6023,m,0
218207,2,3,5,11,m,Frank.jpg,pieFS3.bmp,181685,187214,5529,m,0
218207,3,1,9,9,m,Richard.jpg,pieFS1.bmp,194794,197714,2920,z,1
218207,4,5,1,9,f,Mary.jpg,pieFS5.bmp,205295,212246,6951,m,0
218207,5,2,5,7,m,Tom.jpg,pieFS2.bmp,219825,223419,3594,z,1
218207,6,4,3,12,m,Eric.jpg,pieFS4.bmp,230995,233512,2517,m,0
218207,7,3,2,4,f,Sandra.jpg,pieFS3.bmp,241094,245857,4763,z,1
218207,8,5,2,18,f,Laura.jpg,pieFS5.bmp,253434,256217,2783,m,0
218207,9,4,1,4,f,Becky.jpg,pieFS4.bmp,263801,267355,3554,m,0
218207,10,4,4,16,m,Paul.jpg,pieFS4.bmp,274937,276445,1508,m,0
218207,11,4,1,4,m,James.jpg,pieFS4.bmp,284017,286524,2507,m,0
218207,12,5,1,9,m,Stephan.jpg,pieFS5.bmp,294100,297897,3797,m,0
218207,13,3,3,7,m,John.jpg,pieFS3.bmp,305470,308025,2555,m,0
218207,14,1,8,8,f,Jane.jpg,pieFS1.bmp,315603,317479,1876,z,1
218207,15,2,3,4,m,Kevin.jpg,pieFS2.bmp,325050,326948,1898,z,1
218207,16,5,2,18,m,Chris.jpg,pieFS5.bmp,334531,336573,2042,m,0
218207,17,5,2,18,f,Anita.jpg,pieFS5.bmp,344145,345777,1632,m,0
218207,18,4,4,16,f,Anna.jpg,pieFS4.bmp,353358,355495,2137,m,0
218207,19,2,5,7,f,Christina.jpg,pieFS2.bmp,363073,365356,2283,z,1
218207,20,5,1,9,m,Michael.jpg,pieFS5.bmp,372939,374544,1605,m,0
218207,21,5,2,18,m,Robert.jpg,pieFS5.bmp,382118,383357,1239,m,0
218207,22,3,6,14,m,David.jpg,pieFS3.bmp,390930,393717,2787,m,0
218207,23,4,2,8,f,Jessica.jpg,pieFS4.bmp,401297,404468,3171,m,0
218207,24,4,3,12,f,Liz.jpg,pieFS4.bmp,412049,415193,3144,m,0
218207,25,3,5,11,f,Silvia.jpg,pieFS3.bmp,422767,425469,2702,z,1
218207,26,3,1,2,f,Michelle.jpg,pieFS3.bmp,433050,435813,2763,z,1
218219,1,5,2,18,m,Robert.jpg,pieFS5.bmp,208678,213462,4784,p,0
218219,2,3,4,9,f,Jane.jpg,pieFS3.bmp,221097,224122,3025,q,1
218219,3,1,9,9,m,Chris.jpg,pieFS1.bmp,231752,234282,2530,q,1
218219,4,3,3,7,m,James.jpg,pieFS3.bmp,241923,246222,4299,p,0
218219,5,5,1,9,f,Anna.jpg,pieFS5.bmp,253860,255402,1542,p,0
218219,6,1,8,8,f,Sandra.jpg,pieFS1.bmp,263033,264702,1669,q,1
218219,7,5,1,9,m,Paul.jpg,pieFS5.bmp,272339,274862,2523,p,0
218219,8,4,3,12,m,Tom.jpg,pieFS4.bmp,282494,283902,1408,p,0
218219,9,3,6,14,m,Stephan.jpg,pieFS3.bmp,291534,294302,2768,q,1
218219,10,4,3,12,f,Silvia.jpg,pieFS4.bmp,301955,303942,1987,p,0
218219,11,4,4,16,f,Anita.jpg,pieFS4.bmp,311578,313582,2004,p,0
218219,12,4,4,16,m,Richard.jpg,pieFS4.bmp,321217,323042,1825,p,0
218219,13,5,2,18,f,Laura.jpg,pieFS5.bmp,330673,331882,1209,p,0
218219,14,3,5,11,m,Michael.jpg,pieFS3.bmp,339513,342662,3149,q,1
218219,15,3,5,11,f,Michelle.jpg,pieFS3.bmp,350301,352842,2541,q,1
218219,16,2,5,7,m,Frank.jpg,pieFS2.bmp,360473,361722,1249,q,1
218219,17,3,2,4,f,Mary.jpg,pieFS3.bmp,369362,371202,1840,q,1
218219,18,5,2,18,f,Becky.jpg,pieFS5.bmp,378835,380242,1407,p,0
218219,19,2,3,4,m,David.jpg,pieFS2.bmp,387875,389682,1807,q,1
218219,20,4,2,8,f,Susan.jpg,pieFS4.bmp,397314,398921,1607,p,0
218219,21,3,1,2,f,Christina.jpg,pieFS3.bmp,406554,408121,1567,q,1
218219,22,4,1,4,f,Liz.jpg,pieFS4.bmp,415760,417881,2121,q,1
218219,23,5,1,9,m,Eric.jpg,pieFS5.bmp,425516,426761,1245,p,0
218219,24,4,1,4,m,John.jpg,pieFS4.bmp,434389,436781,2392,p,0
218219,25,5,2,18,m,Kevin.jpg,pieFS5.bmp,444411,445821,1410,p,0
218219,26,2,5,7,f,Jessica.jpg,pieFS2.bmp,453451,455161,1710,q,1
218457,1,5,2,18,m,James.jpg,pieFS5.bmp,214601,221168,6567,p,0
218457,2,3,3,7,m,Tom.jpg,pieFS3.bmp,228802,235949,7147,p,0
218457,3,3,5,11,m,David.jpg,pieFS3.bmp,243569,249029,5460,p,0
218457,4,2,5,7,f,Laura.jpg,pieFS2.bmp,256655,261449,4794,q,1
218457,5,5,2,18,f,Jane.jpg,pieFS5.bmp,269075,271390,2315,p,0
218457,6,4,3,12,m,Eric.jpg,pieFS4.bmp,279030,282250,3220,p,0
218457,7,5,2,18,f,Michelle.jpg,pieFS5.bmp,289885,291830,1945,p,0
218457,8,5,1,9,m,Stephan.jpg,pieFS5.bmp,299458,302710,3252,p,0
218457,9,3,5,11,f,Anita.jpg,pieFS3.bmp,310346,313571,3225,p,0
218457,10,3,4,9,f,Silvia.jpg,pieFS3.bmp,321201,323211,2010,p,0
218457,11,5,2,18,m,John.jpg,pieFS5.bmp,330840,332441,1601,p,0
218457,12,3,6,14,m,Kevin.jpg,pieFS3.bmp,340063,341491,1428,p,0
218457,13,4,1,4,f,Anna.jpg,pieFS4.bmp,349120,351152,2032,p,0
218457,14,4,4,16,m,Richard.jpg,pieFS4.bmp,358776,360652,1876,p,0
218457,15,5,1,9,f,Becky.jpg,pieFS5.bmp,368282,370172,1890,p,0
218457,16,3,1,2,f,Liz.jpg,pieFS3.bmp,377805,382552,4747,q,1
218457,17,4,1,4,m,Chris.jpg,pieFS4.bmp,390175,392533,2358,p,0
218457,18,4,2,8,f,Sandra.jpg,pieFS4.bmp,400164,402033,1869,p,0
218457,19,2,3,4,m,Robert.jpg,pieFS2.bmp,409653,414833,5180,q,1
218457,20,1,9,9,m,Paul.jpg,pieFS1.bmp,422456,426054,3598,q,1
218457,21,1,8,8,f,Mary.jpg,pieFS1.bmp,433693,435534,1841,q,1
218457,22,3,2,4,f,Jessica.jpg,pieFS3.bmp,443166,446374,3208,p,0
218457,23,5,1,9,m,Frank.jpg,pieFS5.bmp,454004,455874,1870,p,0
218457,24,4,3,12,f,Christina.jpg,pieFS4.bmp,463494,465095,1601,p,0
218457,25,2,5,7,m,Michael.jpg,pieFS2.bmp,472717,475635,2918,p,0
218457,26,4,4,16,f,Susan.jpg,pieFS4.bmp,483255,484775,1520,p,0
218572,1,4,4,16,f,Mary.jpg,pieFS4.bmp,529719,532533,2814,p,0
218572,2,5,1,9,m,Eric.jpg,pieFS5.bmp,540190,541953,1763,p,0
218572,3,5,2,18,f,Sandra.jpg,pieFS5.bmp,549580,551273,1693,p,0
218572,4,2,5,7,f,Susan.jpg,pieFS2.bmp,558903,560593,1690,q,1
218572,5,3,4,9,f,Michelle.jpg,pieFS3.bmp,568226,570214,1988,q,1
218572,6,3,5,11,m,Tom.jpg,pieFS3.bmp,577849,579714,1865,q,1
218572,7,2,5,7,m,Robert.jpg,pieFS2.bmp,587355,588894,1539,q,1
218572,8,3,6,14,m,Chris.jpg,pieFS3.bmp,596528,598194,1666,q,1
218572,9,1,9,9,m,Stephan.jpg,pieFS1.bmp,605835,607295,1460,q,1
218572,10,5,1,9,f,Anna.jpg,pieFS5.bmp,614925,616675,1750,p,0
218572,11,4,3,12,f,Liz.jpg,pieFS4.bmp,624314,626055,1741,p,0
218572,12,5,2,18,f,Christina.jpg,pieFS5.bmp,633687,635335,1648,p,0
218572,13,4,2,8,f,Anita.jpg,pieFS4.bmp,642977,644656,1679,p,0
218572,14,5,1,9,m,Michael.jpg,pieFS5.bmp,652300,653736,1436,p,0
218572,15,3,3,7,m,Richard.jpg,pieFS3.bmp,661373,662956,1583,q,1
218572,16,4,1,4,f,Becky.jpg,pieFS4.bmp,670613,672236,1623,p,0
218572,17,4,1,4,m,John.jpg,pieFS4.bmp,679870,681377,1507,p,0
218572,18,3,5,11,f,Jane.jpg,pieFS3.bmp,689010,690777,1767,q,1
218572,19,3,1,2,f,Laura.jpg,pieFS3.bmp,698416,699817,1401,q,1
218572,20,5,2,18,m,David.jpg,pieFS5.bmp,707473,709317,1844,p,0
218572,21,4,3,12,m,Frank.jpg,pieFS4.bmp,716946,719238,2292,p,0
218572,22,5,2,18,m,Kevin.jpg,pieFS5.bmp,726868,728438,1570,p,0
218572,23,3,2,4,f,Jessica.jpg,pieFS3.bmp,736091,738898,2807,q,1
218572,24,4,4,16,m,Paul.jpg,pieFS4.bmp,746530,748418,1888,p,0
218572,25,2,3,4,m,James.jpg,pieFS2.bmp,756052,757619,1567,q,1
218572,26,1,8,8,f,Silvia.jpg,pieFS1.bmp,765259,767019,1760,q,1
218714,1,4,1,4,f,Christina.jpg,pieFS4.bmp,594941,598491,3550,p,0
218714,2,3,2,4,f,Anna.jpg,pieFS3.bmp,606145,607591,1446,q,1
218714,3,4,3,12,m,John.jpg,pieFS4.bmp,615252,618791,3539,q,1
218714,4,4,4,16,f,Jane.jpg,pieFS4.bmp,626423,628792,2369,q,1
218714,5,3,3,7,m,David.jpg,pieFS3.bmp,636445,637632,1187,q,1
218714,6,5,1,9,f,Sandra.jpg,pieFS5.bmp,645285,646232,947,q,1
218714,7,2,5,7,m,Eric.jpg,pieFS2.bmp,653859,654752,893,q,1
218714,8,2,5,7,f,Liz.jpg,pieFS2.bmp,662383,663072,689,q,1
218714,9,5,2,18,f,Mary.jpg,pieFS5.bmp,670707,672092,1385,q,1
218714,10,4,2,8,f,Anita.jpg,pieFS4.bmp,679747,680533,786,q,1
218714,11,4,3,12,f,Michelle.jpg,pieFS4.bmp,688171,688913,742,q,1
218714,12,4,4,16,m,Paul.jpg,pieFS4.bmp,696545,697333,788,q,1
218714,13,1,8,8,f,Laura.jpg,pieFS1.bmp,704985,705853,868,q,1
218714,14,3,6,14,m,Michael.jpg,pieFS3.bmp,713509,714333,824,q,1
218714,15,3,1,2,f,Susan.jpg,pieFS3.bmp,721983,722633,650,q,1
218714,16,5,1,9,m,James.jpg,pieFS5.bmp,730274,730833,559,q,1
218714,17,1,9,9,m,Tom.jpg,pieFS1.bmp,738465,739154,689,q,1
218714,18,5,2,18,m,Stephan.jpg,pieFS5.bmp,746789,747474,685,q,1
218714,19,2,3,4,m,Robert.jpg,pieFS2.bmp,755113,755854,741,q,1
218714,20,5,1,9,m,Richard.jpg,pieFS5.bmp,763504,764274,770,q,1
218714,21,3,5,11,f,Silvia.jpg,pieFS3.bmp,771911,772554,643,q,1
218714,22,3,4,9,f,Becky.jpg,pieFS3.bmp,780185,780834,649,q,1
218714,23,3,5,11,m,Frank.jpg,pieFS3.bmp,788459,789114,655,q,1
218714,24,4,1,4,m,Chris.jpg,pieFS4.bmp,796767,797495,728,q,1
218714,25,5,2,18,f,Jessica.jpg,pieFS5.bmp,805141,805855,714,q,1
218714,26,5,2,18,m,Kevin.jpg,pieFS5.bmp,813482,814255,773,q,1
219052,1,3,2,4,f,Anna.jpg,pieFS3.bmp,179429,183693,4264,q,1
219052,2,1,9,9,m,Tom.jpg,pieFS1.bmp,191333,194893,3560,q,1
219052,3,2,3,4,m,John.jpg,pieFS2.bmp,202520,205493,2973,q,1
219052,4,5,2,18,m,David.jpg,pieFS5.bmp,213125,216613,3488,q,1
219052,5,4,1,4,m,Kevin.jpg,pieFS4.bmp,224246,226933,2687,q,1
219052,6,4,2,8,f,Jessica.jpg,pieFS4.bmp,234567,237533,2966,q,1
219052,7,4,4,16,f,Silvia.jpg,pieFS4.bmp,245172,248133,2961,q,1
219052,8,5,1,9,m,Michael.jpg,pieFS5.bmp,255760,260193,4433,q,1
219052,9,5,2,18,f,Becky.jpg,pieFS5.bmp,267830,271433,3603,q,1
219052,10,4,3,12,f,Sandra.jpg,pieFS4.bmp,279067,281953,2886,q,1
219052,11,4,1,4,f,Michelle.jpg,pieFS4.bmp,289589,292853,3264,q,1
219052,12,2,5,7,m,Richard.jpg,pieFS2.bmp,300493,304374,3881,q,1
219052,13,2,5,7,f,Mary.jpg,pieFS2.bmp,312014,314934,2920,q,1
219052,14,4,4,16,m,Eric.jpg,pieFS4.bmp,322568,325374,2806,q,1
219052,15,3,4,9,f,Christina.jpg,pieFS3.bmp,333007,336174,3167,q,1
219052,16,5,1,9,f,Susan.jpg,pieFS5.bmp,343811,346694,2883,q,1
219052,17,3,6,14,m,Paul.jpg,pieFS3.bmp,354333,357534,3201,q,1
219052,18,5,2,18,m,James.jpg,pieFS5.bmp,365170,368654,3484,q,1
219052,19,3,3,7,m,Robert.jpg,pieFS3.bmp,376291,378734,2443,q,1
219052,20,3,5,11,f,Anita.jpg,pieFS3.bmp,386363,389554,3191,q,1
219052,21,1,8,8,f,Jane.jpg,pieFS1.bmp,397184,399834,2650,q,1
219052,22,5,2,18,f,Liz.jpg,pieFS5.bmp,407473,410134,2661,q,1
219052,23,4,3,12,m,Chris.jpg,pieFS4.bmp,417761,420754,2993,q,1
219052,24,5,1,9,m,Stephan.jpg,pieFS5.bmp,428383,431334,2951,q,1
219052,25,3,1,2,f,Laura.jpg,pieFS3.bmp,438971,441974,3003,q,1
219052,26,3,5,11,m,Frank.jpg,pieFS3.bmp,449609,451914,2305,q,1
219089,1,2,3,4,m,Robert.jpg,pieFS2.bmp,546613,553168,6555,z,1
219089,2,5,2,18,f,Anna.jpg,pieFS5.bmp,560742,563649,2907,z,1
219089,3,3,5,11,m,David.jpg,pieFS3.bmp,571226,574824,3598,z,1
219089,4,4,4,16,f,Mary.jpg,pieFS4.bmp,582396,585642,3246,z,1
219089,5,3,5,11,f,Michelle.jpg,pieFS3.bmp,593214,596535,3321,z,1
219089,6,5,1,9,m,Richard.jpg,pieFS5.bmp,604116,607035,2919,z,1
